"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PVCL","PVCR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMER","RMEV","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVEL","RIPL","SIBVL","AVER","AVAR","AVDR","AVDL","SIBDL","RID","SIAVL","SIADR","SIBVR","RIPR","SIBDR","SIADL","SIAVR","RMFL"
"OLLR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161854818148279,0,0.0101646805079218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264430472342211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227668332249733,0.0216641822233439,0,0,0.0148268290397846,0,0,0.00567726056986334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202284867258713,0,0.0210536961860323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204904242521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLQDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107584146913881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324595830189734,0.0328128434289171,0,0,0,0,0,0,0,0,0,0,0,0,0.0213405072899082,0,0,0,0,0.00503306406581766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660524818917692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245168658293378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLQDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100780656385849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331132684371952,0.0303475820211636,0,0,0,0,0,0,0,0,0,0,0,0.0209403758401831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190424019366157,0,0,0,0,0
"OLQVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745910355811106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305611433632951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180541693007633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015304993467207,0,0,0,0,0,0,0,0,0
"OLQVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748189345603772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292515624398403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168989089172571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153901917243581,0,0,0
"PVCL",0,0,0.611935711231925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090868255466706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645415505418566,0.633395440095902,0.634450865581668,0,0,0,0.643861909488132,0.644827808312966,0,0,0,0.647440254929666,0,0,0,0,0,0,0,0
"PVCR",0,0.607929024639827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611165986999146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644385118596839,0.632349866246737,0,0,0,0,0.64265150567889,0.643580991036457,0,0.630962897223227,0,0,0,0,0,0,0,0,0,0
"PVPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571875409083747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564745096779138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415001083012517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547768978493329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602092643471683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604739414711825,0,0,0,0,0,0.605064148840719,0.59301846255928,0.593995831002047,0,0,0,0,0.604373387933631,0,0,0,0,0,0,0,0,0,0,0,0
"PVPR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576495914924666,0,0,0,0,0,0.602919860830569,0,0,0,0,0,0,0,0,0,0,0,0,0.596559573405721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320198069691831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353999553729415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576176551123235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600740236941085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609171199024056,0,0,0,0,0,0.597708955940031,0.598607720687868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVQL",0,0,0,0,0,0,0,0,0,0,0.621378889792215,0,0,0,0.610243294051208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623687411174573,0,0.631969078999791,0,0,0,0.596895530838377,0,0,0,0,0,0,0,0,0,0.629415385496745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVQR",0,0,0,0,0,0,0,0,0,0,0,0.621293529145557,0,0,0,0.618393965820763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629653476454088,0,0,0,0.624184844355645,0,0.632670707851878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640540951655196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663362793786574,0,0,0,0,0,0.669211620790896,0.668147073729783,0,0,0.672578908310881,0.671931989595418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641081136127602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671020641985541,0,0,0,0,0,0,0,0,0,0,0.668844379602271,0,0.641715552507715,0.642592926414015,0,0.666938423352913,0.645458161880345,0,0,0,0,0,0,0,0,0,0.666508413528585,0,0,0,0
"PVT",0,0,0,0,0,0,0,0,0,0,0,0,0.599796310543017,0.5993725875849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571454275729107,0.581824636216062,0.586137544033262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392964575745225,0,0,0,0,0,0,0.623332750332412,0,0,0,0,0,0.626532232417019,0.623826110538463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547248331772083,0.544546176771725,0.607232699544751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595540517028163,0,0,0,0,0,0,0,0,0.619236150972132,0.61796908647561,0,0,0,0,0,0,0.620050524662167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00397982154515124,0,0.0132344165453893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116309880135728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115667640407765,0.0164410279265394,0.00971878958914766,0.0124769054218684,0.00630456162978442,0.0141098265791522,0.00557282868170421,0.0149358682592024,0,0,0,0,0,0,0.0116001410558504,0,0,0,0,0,0,0,0,0,0,0,0.00973210826176682,0.0118734962903203,0.00160134121520056,0.0133604038942971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127751702245264,0,0,0,0.0114954171942018,0.0221572582401061,0
"RIAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356989083779182,0.0168157808062843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116309880135728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114540084338683,0.0132482140317573,0.0103624167072949,0.0147126006798807,0.00648808633790619,0.0157414631834607,0.00502811634865632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121789481412856,0.00933204878446448,0.0130699886494547,0.00182723728019242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198170900258779,0.011381979030742,0,0,0,0,0,0
"RIBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124706888097901,0,0,0,0,0,0,0.00636700689590486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030390104629221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237402484315929,0,0,0,0,0,0,0.62913541607573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114039398749676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253831749254674,0,0,0,0,0,0.0150959262866882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106854299727772,0.0108067949060128,0,0.0175777995480983,0,0,0,0,0,0,0,0,0,0,0,0,0.0111935741792445,0,0,0.00981894720759945,0,0,0.0139528379606534,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIBR",0,0,0,0,0,0,0,0,0,0,0,0,0.0125484183334743,0,0,0,0,0,0,0,0,0.00547175959615598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324995907906931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246929582896369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107736395523112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164484759286385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012696933692333,0,0.0173402828831813,0,0,0,0,0,0,0,0,0,0,0.0246656991526188,0,0.0253920388326366,0,0,0,0.0148471614816604,0,0,0.0086657592380515,0,0,0.0147056098723837,0,0,0,0,0,0,0,0,0,0
"RICL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186723883573781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281401199610427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722929085496115,0.0135569626679891,0,0,0,0,0,0,0.0180333404776056,0.0217281280105708,0,0,0,0,0,0,0,0,0.0121030435099245,0,0,0,0,0,0,0,0,0.0130010329078837,0,0,0,0.0176510742670595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191951150007137,0,0,0,0,0,0,0.0236352647584732,0,0,0,0,0,0,0.0175780504807309,0,0,0,0,0
"RICR",0.027176655703356,0.0191318220818582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126034905860688,0.0074120544280078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014564653772597,0.0140047556242067,0,0.0188265339647265,0,0.0197829005650239,0,0,0,0,0,0,0.0192493696625695,0.0149193105602689,0.0237679923334408,0.0187690744335929,0,0,0,0,0,0,0,0,0,0,0,0,0.0237371410995116,0,0,0,0,0,0,0.0174354903434238,0,0,0,0,0,0,0,0,0,0,0,0
"RIFL",0.010965251958602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212751974441007,0,0,0,0,0,0,0,0,0.0380422307033989,0,0,0,0,0,0,0,0,0,0,0,0.0362440407241746,0,0,0.0347863569840067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321988204573359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408828729276431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337146298365506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185734219096847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404138471042491,0.0401017717127311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559783625349619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394343734975037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412795589070729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535991523197021,0,0,0,0,0,0,0.0421834547745766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349812670551147,0,0,0,0,0,0,0,0,0,0.0683066276206508,0,0,0,0,0,0,0,0.584429119641299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070250758632692,0,0,0,0,0,0,0,0,0,0.0588269739751938,0,0.0480213202211398,0,0,0,0,0,0,0,0,0,0,0.0544123716761351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017748209378431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737286772390627,0,0.0739128382786526,0,0,0,0,0.0577835233613084,0,0,0.0570861855924881,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGR",0,0,0,0,0,0,0,0,0,0,0,0,0.0563781076116874,0,0,0,0,0,0,0,0,0.0462254662540709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272265936017756,0,0,0,0,0,0,0,0,0,0.0717007778646133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072399228868692,0,0,0,0,0,0,0,0,0,0,0,0.0510935985317327,0,0,0,0,0,0,0,0.0487371883562747,0,0.0571145872362908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220910516460427,0.0534062031266617,0.0547893328798761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760914831109977,0,0,0,0,0,0,0.05961172008087,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIH",0,0,0,0,0,0.0124364688140364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020882271506367,0.0198129221867479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144658171330943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120679899061526,0.0107681403084806,0,0,0.0133262609710582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236645330574707,0.0224767851209865,0.018902287443422,0,0.0199503702914413,0.0170183742654998,0,0,0.0158158302011979,0.0153404419926953,0.011511326610262,0.0106557856680362,0,0,0,0,0,0,0,0,0.0114050967184084,0.0115750586263364,0.0147455313977871,0.0145181383071746,0,0,0,0,0,0,0,0,0,0.00652148865530333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139519826968024,0,0,0,0,0.0141628038614799,0,0,0,0,0,0,0,0,0,0,0.013494649815413,0,0,0,0
"RIML",0,0,0,0,0,0,0,0,0,0,0,0,0,0.012290721516275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382319919619028,0.0104218766386805,0,0,0,0,0.0459643095985896,0,0,0,0,0,0,0.0111449824507769,0,0,0,0.0123654040844558,0.0149963157418122,0,0,0,0,0,0,0,0,0,0,0,0,0.0159909202269014,0.0185631779413238,0,0,0,0,0,0,0.0112254787669335,0.0105552558094593,0.015249205164225,0.0186568226917963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561194117902843,0.0132449139365834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIMR",0,0,0,0,0,0,0,0,0,0,0,0,0.0120357860208889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104940073114671,0.00432767059527987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162181828677337,0.0101981975843161,0,0,0,0,0,0.0168417290494474,0,0,0,0,0.00984437547298584,0.0116543788538364,0.0189307598706774,0.015190705213736,0,0,0,0,0,0,0.0121040098972923,0.00797630966127194,0.0186234256977268,0.0148594271034838,0,0,0,0,0,0,0,0,0,0,0,0,0.0177684792245461,0.0122336973854493,0.0073813380869003,0,0,0,0,0,0,0,0,0,0,0.00875068249213311,0,0,0,0.00867831608810142,0,0
"RIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144763655967451,0.0149130663141631,0,0,0,0,0,0.0318196289777434,0,0,0,0,0,0,0,0,0,0,0,0,0.00864226793241363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636176768985007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00940427598057128,0.010943594765461,0,0,0,0,0,0,0.0544123716761351,0,0.00652148865530333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113552668362252,0.0121331637265647,0,0,0,0,0,0,0,0,0,0,0.00735190236754236,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347828675724487,0.0114557824815953,0.01538855902428,0,0,0,0,0,0,0,0,0,0,0,0.0390463187185265,0.0386456603872366,0.0439715285175746,0.042847333623831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516560331051103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253831749254674,0.0257101719139284,0,0,0,0,0,0,0,0.022782111170623,0.0234300033617422,0,0,0,0,0,0,0.0350974305278357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333579717351228,0.0309080281606778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348271894659008,0,0,0.0338904132086513,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115667640407765,0.0153428062515263,0,0,0,0,0,0,0,0,0,0,0,0,0.0276697450758495,0,0,0,0.0143749742380204,0,0,0.0161352113176625,0,0,0,0,0,0,0,0,0,0,0.0172069382553957,0,0,0,0,0,0,0,0,0.0159953453082842,0.0151434497153472,0.0117084494943823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167852178391062,0
"RIVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164410279265394,0.0114540084338683,0,0,0,0,0,0,0,0,0,0,0.012119208147606,0,0,0,0,0.0159020213264108,0,0,0.0136122769919749,0,0,0,0,0,0,0,0,0,0,0.0164550087136296,0,0,0,0,0,0,0,0,0,0.0179457547530398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016180809361034,0,0,0,0,0,0,0
