"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PVCL","PVCR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMER","RMEV","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVEL","RIPL","SIBVL","AVER","AVAR","AVDR","AVDL","SIBDL","RID","SIAVL","SIADR","SIBVR","RIPR","SIBDR","SIADL","SIAVR","RMFL"
"AIZL",0,0,0,0,0.0141341306246838,0,0,0,0,0,0.0093155713626433,0,0.0120545175517832,0.0173446407199205,0,0,0,0,0,0,0,0.0148560130492252,0,0,0,0,0,0,0.00725487145066162,0,0,0,0,0,0,0,0,0,0,0,0.00727320193200698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190869105847928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171661749502292,0.0212918186370963,0,0,0,0,0,0,0,0,0,0.00632902628026224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102441069103473,0.0122057807564695,0.0082879908706438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160357300859869,0,0,0.0195340141124079,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIZR",0,0,0,0,0,0,0,0,0,0,0,0.00890914743220416,0.0168197851753151,0.0104581811538563,0,0,0,0,0,0.0102252980404302,0,0,0,0,0,0,0,0,0,0.00685796925800561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206645089105845,0.0155750611365173,0,0.00547175959615598,0,0,0,0,0,0,0,0,0.00650495121402728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927262956063436,0.012348097862753,0.0083361576290054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220361907176297,0,0,0.0197064993407156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187744536579963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119894779155516,0,0,0.0110003718594816,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230097719463553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134302542629389,0,0.255898171842398,0,0.265182079817841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27364365058634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398759317527346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2135805870522,0,0,0,0,0,0,0,0.19686659692928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243608741574925,0,0.25476187639447,0,0,0,0,0,0,0,0.257057620535291,0,0,0,0,0,0,0,0
"ALMR",0,0.199000103641972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19595194520923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113836305215881,0,0.23404071611504,0,0.242898546129764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411224086145958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185734219096847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063915037657669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650676356652277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652597839842162,0,0,0,0,0.642804517015489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654337226739369,0,0,0.645188846958986,0,0,0,0,0,0.652754195714817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AQR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473381934405903,0.0433265292612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612443863426962,0.611165986999146,0.571875409083747,0,0,0,0,0,0.0373994226977503,0.0339471928743287,0,0.0238273470505793,0,0,0,0,0.026814030611615,0.0288188305239061,0,0,0,0.0318196289777434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383433207907926,0.0274923234484419,0.0233454627139435,0,0,0,0,0.0333444143769331,0,0.0275683872289666,0,0,0,0,0,0,0,0,0,0
"ASEL",0,0,0,0,0,0,0,0,0,0.017359012231133,0.0123669136439989,0,0.00621443318136296,0.0145214636508342,0,0,0.00631042457094806,0,0.0128450472228112,0.0106972065234925,0.00725487145066162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533585341844442,0.0169375230414972,0.0200677193545692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASER",0,0,0,0,0,0,0,0,0.0172232037588467,0.00703230493641665,0.0142307241833032,0.0135133059368812,0.0154841919237411,0.00607686097653426,0,0,0,0,0.0188907642898091,0.0103343535016408,0.0179432001178371,0.00685796925800561,0,0,0,0,0,0,0.0168122884991343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017936082970161,0.00522209856792506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASGL",0,0,0,0,0,0,0,0,0,0,0.0144122184979014,0,0.0068089587653877,0,0.022256146655896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASGR",0,0,0,0,0,0,0,0,0,0,0,0.0144713726359579,0,0.00623176058966284,0,0.0153904194696936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306193931091882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASHL",0.0321412312507237,0,0,0,0.00547329244205442,0,0.00804301251281198,0,0,0,0.0127754661662745,0,0.00367721785329956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840028478218894,0,0,0,0,0,0,0.0170773288716539,0,0,0,0,0,0,0.00314094763765651,0,0.00375283444129234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851431255482496,0,0,0,0,0,0.0380422307033989,0,0,0,0,0.00717528793520685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011756775844832,0,0,0,0,0,0.0076227984126976,0.00491000100878299,0,0.00685328166601593,0,0,0,0,0.0179487829731921,0.00626071965212467,0,0,0,0,0,0,0,0,0,0
"ASHR",0,0.0300235268562943,0,0,0,0.00426905028226419,0,0.00759035120852454,0,0,0,0.0139765245909212,0,0.00373984117727611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173784783146065,0,0.0180176445888815,0,0,0,0,0,0,0.00316520377009917,0,0.00382671022836522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766882685067442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897515283383102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446264264652964,0,0,0,0.00631089886253336,0.00620557998523304,0.00687370898560232,0.0184388201213839,0,0,0,0,0,0,0,0,0,0
"ASIL",0,0,0,0,0,0,0,0,0,0,0.0142364433524713,0,0.00970411753055759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151007362160136,0.00343086195665536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963920201329576,0.0166676233318146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASIR",0,0,0,0,0,0,0,0,0,0.00998179499999249,0,0.0143698144967802,0,0,0,0,0,0,0,0.0118429151935345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169564650027836,0.00964329092394033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASJL",0,0,0,0,0,0,0,0,0,0,0.00649788808599571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135462070412025,0,0,0,0,0.0293138146554871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623687411174573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASJR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169786358297899,0.0138117613428058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624184844355645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASKL",0,0,0,0,0,0,0,0,0,0,0.0185404124204061,0.0192023869357757,0,0,0.0274831997608312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840028478218894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASKR",0,0,0,0,0,0,0,0,0,0,0,0.0187837231191995,0,0,0,0.0204573524347757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958089032266835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630189009373899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120530766929289,0,0.0030390104629221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151510521076508,0,0,0,0,0,0.0108349975066333,0,0,0.00957023393865714,0,0,0,0,0.0177101086428239,0,0,0,0,0,0,0,0,0,0,0
"AUAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011487356515698,0,0.00324995907906931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144076270003512,0,0,0,0,0,0,0,0,0,0,0.00889151875208898,0.0095828549683145,0,0,0,0,0,0,0,0,0,0,0,0
"AVFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361309501410321,0,0,0,0,0,0,0,0,0,0.00294256778277919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59738956208797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323608994904055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVFR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215769611451297,0.195120228578753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294256778277919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823075433296897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595889757209243,0.596336395083031,0,0,0,0,0,0,0,0,0.00350818545734472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108033432368758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312850107204912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVHL",0,0,0,0,0,0.0166260138854372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168263704062069,0,0,0,0,0,0,0,0.0166719869134013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313713361406555,0,0,0,0,0,0,0,0,0.0167897291283429,0,0,0,0,0,0,0,0,0,0,0.628549150328718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594029536201655,0,0,0,0,0,0,0,0,0,0,0,0.0362440407241746,0,0,0,0,0,0,0.0123694387188243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156219110336652,0,0,0,0,0,0,0,0,0,0,0,0.0157835206757515,0,0,0,0,0,0,0.0159043392472188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVHR",0.0341019689444851,0,0,0,0.0167479715604793,0,0.0128286306087936,0,0,0,0,0,0,0,0,0.0152458422298302,0,0,0,0,0.0176078165943069,0,0,0,0,0,0,0,0.0166303126046423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341873996993501,0,0,0,0.00240717094713898,0,0,0,0,0,0,0.0169503508596614,0.00488902154065617,0,0,0,0,0.109533106014303,0,0,0,0,0,0.628411987814573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593941244726094,0.598543005339503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152373541082023,0,0.0145302832436476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147207626813924,0,0.0158168361648474,0,0,0,0,0,0,0,0,0,0,0,0.0156209731941147,0,0,0,0,0,0,0,0.00368108211416833,0,0,0,0,0,0,0,0,0,0.0163502407847331,0,0,0,0,0,0,0
"AVJL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632210152750403,0.631183012833057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404138471042491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246894141662981,0.0161392430144082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVJR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172555039013824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632287937364094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347863569840067,0,0,0,0,0,0,0,0.0258839264690102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150393598532941,0.0032468917925456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303754249134374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150512333604883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571454275729107,0,0,0,0,0,0,0,0,0,0.0272265936017756,0,0.021649052205726,0.0234794645711284,0,0.00347828675724487,0,0,0,0,0.0337543459657883,0,0,0,0,0,0,0,0,0.015425809550778,0,0,0.030533366638503,0.0334603378104679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336051157194202,0,0,0.0336796907149732,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVKR",0,0,0,0,0,0,0,0,0,0,0,0,0.0209562674671863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121063002851305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582366831102748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134400615965385,0.01208938218606,0,0.0114557824815953,0,0,0,0,0.0255703289676849,0.022182904048994,0,0,0,0,0,0,0.0231562798538944,0,0,0,0.0205936261893092,0,0.028708893842708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249974407030625,0,0,0.0226926270164177,0,0,0,0,0,0,0.0201666209234158,0,0,0,0,0,0
"AVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01538855902428,0,0,0,0,0,0,0,0,0,0,0.0312579226109658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVM",0,0,0,0.181297787061698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198758264497432,0,0.196529492921308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903893104938127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434939339443319,0,0.400200044546689,0,0,0.444310933306599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176416631633135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197671760690861,0.199336399864455,0,0,0,0,0,0,0.196242532199875,0,0,0,0,0,0,0,0,0,0
