"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","HSNL","HSNR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PLNL","PLNR","PVCL","PVCR","PVNL","PVNR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMER","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVER","RIPL","AVAR","AVDL","RIPR","SIBVR","SIBVL","AVDR","AVEL","SIBDR","SIBDL","SIADL","RID","SIADR","SIAVL","SIAVR","RMEV"
"IL2VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398913372684158,0,0,0,0.0111838978139332,0,0,0,0,0,0,0,0.0135146407878641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359411108186016,0,0,0,0,0,0,0,0,0.0275649724018658,0,0,0,0,0,0,0,0.0399372504540326,0,0,0.0350787761799247,0,0.0273487501214064,0.0245432108818432,0.0184406655121568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985419618344769,0,0,0,0,0,0,0,0.00836024591257638,0,0,0,0,0,0,0,0.0145123438837426,0,0,0,0,0,0,0,0,0,0,0,0.0246860607254504
"OLLL",0,0,0.0829538318179531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269320180689384,0,0.0174613829725054,0,0,0,0,0,0,0,0.00737987915932571,0,0,0,0.0130142345895994,0,0,0,0,0,0,0,0,0.019270699514175,0,0,0.0116576552772202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04525755927881,0.0486404311351742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380043736895012,0,0,0.0380592045012192,0.0239710441698677,0,0.019511429553037,0.00998433525031212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032599841023625,0.0379070058302634,0.0286164443204755,0.0359036078934363,0,0,0,0,0,0,0.0286145631764885,0,0,0,0,0,0,0,0,0.0357042996250977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252213420368668
"OLLR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262159212493692,0,0.0164639191325494,0,0,0,0,0,0,0,0,0,0.00483074863989786,0,0.0141492212959318,0,0,0,0.00502272044843479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428302877737385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368758566319991,0.0350898726152753,0,0,0.0240152864728905,0,0.0223724235423043,0.00919556289484907,0,0,0,0.093067355892453,0,0,0,0,0,0,0,0,0,0,0,0,0.0327644503306366,0.0339572188109539,0.0341010572027283,0.0267289741110887,0,0,0,0,0,0,0,0,0,0,0,0.00765610124855497,0,0,0,0,0,0,0,0,0,0,0,0.0331887153379164,0,0,0,0,0,0,0,0
"OLQDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196176568268231,0,0.017425601260699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525753809462245,0.0531475633003586,0,0,0,0,0.0256171897625037,0,0,0,0,0,0,0.0331547400810767,0.0345656103991471,0,0,0,0,0,0,0,0,0,0,0,0.0366704024150438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397104164841386,0,0,0,0,0,0,0,0,0,0
"OLQDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728500549609436,0,0,0,0,0,0,0,0.0163236274427783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536341671870064,0.0491545342596311,0,0,0,0,0.0248471947769009,0,0,0,0,0,0,0.0339175101636769,0,0,0,0,0,0,0,0.00951730309505403,0,0,0,0,0,0.0339873703679948,0,0,0,0,0,0,0.0391615368238563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308433270804339,0,0,0,0,0,0,0,0,0,0,0
"OLQVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012095185137716,0,0,0,0.012081646608208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495004434757596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292426685857434,0.0215543382469893,0.00735310406924348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02478977815111,0,0,0,0,0,0
"OLQVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128701856441788,0,0,0,0.0121185598231597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00607076002736,0,0,0,0,0,0,0,0,0,0.0473792912757977,0,0,0,0.117266356618304,0,0,0,0,0,0,0,0,0,0,0,0.0273714721899234,0,0,0,0.00682372028982358,0,0,0,0,0,0.0294798447102529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249277753281856,0,0,0,0,0,0,0
"PLNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03062408705728,0,0,1.03667685439197,0,0,0,0,1.01728130494444,0,0,0,0,1.03429161203548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01751046197708,0,0,0,0,0,0,0,0,0,0,0,0,1.03860112390116,0,0,0,0
"PLNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972640600849411,0,0,0,1.03898274652515,0,0,0,0,0,0,0,1.01455999007671,0,0,1.03779906666046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVCL",0.982003048548126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0241283492517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31413762621175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04539131159345,1.02592219170463,1.02763168368862,1.04287492381881,0,0,1.02363467560224,0,0,1.03203805211328,1.0236994048292,1.0441186995212,0,1.04037661119232,0,1.04867083544946,0,0,0,0
"PVCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02233868275777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989528778513612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02422865659683,1.02560364783647,1.04091441060665,0,1.04241991505905,1.02198215747424,0,0,1.03024752086612,1.021647078862,1.04239936844286,0,1.03865967116054,0,0,0,0,1.0157243253064,0
"PVNL",0,0,0,0,0,0,0,0,0,0,1.04607817598302,0,0,0,0,0,0,0,0,0,0,1.04499952532062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04984467235504,0,0,0,0,0,1.00644317416758,0,0,0,0,0,0,0,0,0.730395277890303,0,0,0,0,0,0,0,0,0.874384398131453,0.875516629028523,0,0,0,0,0,0,0,0,0.477523041049543,0.492445242778084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126080714939627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05179780604319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05026987227261,0,0,0,0,0,0,0,0,1.04798539240271,0,0,0,0,0,0,0,0,0
"PVNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664990692261577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05657956758323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882360921009209,0.883726951986629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126080714939627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997400103356417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3461421238073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05849155826929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVPL",0.916529153871116,0,0,0,0,0,0,0,0,0,0,0,0,0.971720433513777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92627707105114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916407239563191,0.914727973656351,0,0.962017509063391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597885161749836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672184852766755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980033480516658,0.960522861891791,0.96210592345402,0,0,0.978914642427712,0,0,0,0,0,0,0,0,0.971998546094471,0,0,0,0,0
"PVPR",0,0,0,0,0,0,0,0,0,0,0,0,0.97992479261405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933760988962488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934036254971284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518630676261418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573379558857501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890455291070424,0,0,0,0.98185024417292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976932627963709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968120139902867,0.969575885621195,0,0,0.986388482857572,0,0,0,0,0,0.986287128604633,0,0,0,0,0,0,0,0
"PVQL",0,0,0,0,0,0,0,0,0,0,1.00645876515641,0,0,0,0,0,0,0,0,0,0,0,1.02872139318158,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01019791950811,0,1.02361188852079,0,0,0,0,0,0,0,0,0,0,0,0,0.690701908607118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015474558972411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVQR",0,0,0,0,0,0,0,0,0,0,0,1.00632050495407,0,0,0,1.00162402914631,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01538748402107,0,1.01651003630586,0,0,0,0,0,1.01100362113943,0,1.02474832961924,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02068841243147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438266906258154,0.453996236297897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409467503432429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96441812820445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03749590761053,1.03730399505103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08393431536554,1.08221004899894,0,0,1.08938837261622,1.08834054652779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03939843011813,1.04081952869876,0,1.08025237585331,0,0,1.07955588106743,0,0,0,0,0,0,0,0,0,0,0,0
"PVT",0,0,0,0,0,0,0,0,0,0,0,0,0.971501066372493,0.970814754538923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925594953645737,0.942392016406298,0.949377712166551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636491918460576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01480572856278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886388143011121,0.882011413080964,0.983545921797837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967638394757155,0.968505449366768,0,0,0,0,0,0,0,0,0,0,0.965244630197039,0,0,0,0,0,0,0,0,0,1.00298813185627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977868277527465,0,0,0,0,0,0,0,0.986989913347254
"RIAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644618982665342,0,0,0,0,0,0,0,0,0,0,0,0.0301123930246647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188389242473363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187348995026661,0.0266298339655216,0.015741701447211,0.0202090721621813,0.0102116139073973,0.0228539444591902,0.00902641265346455,0.0241918992930743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273655390075159,0.0215395548751303,0.0236357306566113,0,0.0328194063208036,0.0157632739451153,0.0192317193434766,0.00259372168659245,0.0216400908147066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186193377089184,0,0,0,0.0358885168677775,0
"RIAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578221755416985,0.0272368280665168,0.020068694448693,0,0,0,0,0,0,0,0,0,0.0301664709492385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188389242473363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185522671816176,0.0214583748401702,0.016784196075196,0.023830268706849,0.0105088722374537,0.0254967361422251,0.00814413211402081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241360873243392,0,0.0282036584160083,0,0.0197264652992655,0.015115290284696,0.0211696999251731,0.00295960967918491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227256429536383,0.0214755812730558,0,0.0184355998385257,0.0320981035630417,0,0
"RIBL",0,0,0,0,0,0,0,0,0,0,0,0,0.00944810476200121,0.0201990030017728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492234089064848,0.0229407796190812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384525150652561,0,0,0,0,0,0,1.01902215279872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04525755927881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184711702200179,0,0,0,0,0,0,0,0,0,0.0238836071935988,0.0061925057403082,0,0,0.0411135931891373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175039635801616,0,0.0284710837750888,0,0,0,0,0,0,0,0,0.0419998362952539,0,0.0422907076358832,0,0.018130437050889,0,0,0.0225996671193682,0,0,0,0,0,0,0.0245558115814134,0.0159039285756893,0,0,0,0,0,0,0,0
"RIBR",0,0,0,0,0,0,0,0,0,0,0,0,0.0203249029345007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399956366663134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428302877737385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174502612467013,0,0,0,0,0,0,0,0.0827572370584403,0,0,0.00700960730221387,0,0.0416432361986164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205654559805393,0,0.028086373684026,0,0,0,0,0,0,0,0,0,0,0.0399514845429741,0,0.0411279502218762,0,0,0,0.0140360889067031,0,0.0161418576973617,0.0238189455679455,0,0,0,0,0.0240482193012809,0,0,0,0,0,0,0,0
"RICL",0.0339274668065014,0.0407796708075467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366243123122298,0.0409220500282626,0.045579067542534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01406556679525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117094147650779,0.021958460659419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238846151286503,0,0,0,0,0,0,0,0,0,0,0.0295183195898115,0.02858976817904,0,0.0399186632318612,0,0,0,0,0,0,0.0353370862694652,0,0,0,0,0,0.0310906792265081,0,0.028440773115206,0,0,0.0382824710876678,0.0108748941445997,0,0,0,0,0,0,0,0,0,0,0,0,0
"RICR",0.0440185268434639,0,0,0,0,0,0,0,0,0,0,0,0.0293966360014735,0.0206968552298713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393431276062764,0,0.0477588882884315,0.0424947053089779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234181236238624,0,0,0,0,0,0,0.0204141044703931,0.0120054402707169,0,0,0.0266016589590762,0,0,0,0,0,0,0,0,0,0,0,0,0.0475197712717428,0,0,0.0226837591096306,0,0,0,0,0,0,0,0.0168066989411031,0,0,0,0.0241650804849425,0.0384974523710661,0.0304006135191997,0,0,0,0,0,0,0,0,0,0,0,0,0.0384474820625893,0.0250028073892463,0,0,0,0.028240582950616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651073648297804,0,0.0419490455930987,0,0,0,0,0,0,0,0,0.310886622823161,0,0,0,0,0,0,0,0.0616176976181813,0,0,0,0,0,0,0,0,0,0.00691353815102112,0.00568227221964283,0,0.0601139125561837,0.0542271434749529,0.0563440993402925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999771561967798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521530190506144,0.0539736457861902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546082032563847,0.05795546841784,0,0,0,0,0,0,0,0.055109207477772,0,0,0,0,0,0,0,0,0
"RIFR",0,0,0,0,0,0,0,0,0,0,0,0.056529167968846,0,0,0,0.0518801477152207,0,0,0,0,0,0,0,0,0.300837115438555,0,0,0.0309732417844924,0,0,0,0,0,0.0732628203611192,0,0,0,0,0,0,0,0,0.018938160972376,0,0,0.0687812100238412,0.0654590481266007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117845938757518,0,0,0,0,0,0,0,0,0,0,0.497179987121506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997400103356417,0.899117272796283,0.906691787538115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638725767917314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218557539709941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658575889793414,0.0668612573846955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868155284051513,0,0,0,0,0,0,0.0683253140714973,0,0,0,0,0.963147965934208,0,0,0,0,0,0,0.0835185730957679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566597987512421,0,0,0,0,0,0,0,0,0,0.110637495441899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115666500704207,0,0.113786440038867,0,0,0,0,0,0,0,0,0,0.937672230707428,0,0,0,0.0952831268612294,0,0,0,0,0,0,0,0,0,0,0.0744492338568706,0,0.0881327146866978,0,0,0,0,0,0,0,0,0,0,0,0,0.0816982609352473,0.0827034127947005,0.0287470996974586,0,0.0820591709577988,0.0844123048156895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972120192060889,0,0,0,0.119717977493592,0,0,0,0.0788590069859652,0.0924635400441709,0,0,0,0,0,0,0,0.0935930307964855,0,0,0,0,0,0,0,0
