"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","HSNL","HSNR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PLNL","PLNR","PVCL","PVCR","PVNL","PVNR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMEV","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVAR","AVBL","AVBR","AVDR","RIPL","RIPR","AVER","SIADL","SIBVR","AVDL","AVEL","SIBVL","SIBDL","RID","SIBDR","SIADR","RMER","SIAVL","SIAVR"
"IL2DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126568589359683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196176568268231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133570542993089,0,0.0383298774874526,0,0,0,0,0,0,0,0,0,0,0.0349572218262908,0,0.0254560956983416,0.0209938840889585,0.0348356852494231,0,0,0,0,0.0523485515335071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932184114140684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173816220631699,0,0,0,0,0,0.0402732012371828,0,0,0,0,0,0.0283015604555429,0,0
"IL2DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533222096448211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459710836848149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111277264039819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01775408524731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364060604072317,0,0,0,0,0,0,0,0,0,0,0,0,0.020977070610699,0.0267262604064336,0.0338882446547656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724827926778143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154043468525324,0,0,0,0,0,0,0,0,0,0,0.0193624953498219,0,0
"IL2L",0,0,0.0842962293673144,0,0,0,0.0431094578243133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379283687167749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577082401097322,0,0.017425601260699,0,0.012081646608208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638639398386817,0,0,0,0,0.0306163810703315,0,0,0,0,0,0,0,0,0.0307414206400542,0.0413878343670426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503335447058545,0,0,0,0,0,0,0,0.0115047966559062,0,0.006086942640039,0,0.0322753581082476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2R",0,0,0,0.0770807003320019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114129352668913,0,0.00320874987826256,0,0,0,0,0,0,0,0,0,0,0,0.0163236274427783,0,0.0121185598231597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063948458649696,0,0,0,0,0,0.0292700028092436,0,0,0,0,0,0,0,0,0.0386659310078411,0,0,0,0.0211072242242585,0.0260140836630492,0.027160203516876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764151257625904,0,0,0,0,0,0.0313092846028738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124596841415122,0,0
"IL2VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470794988349162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555509595017269,0,0,0,0,0,0,0,0,0,0,0,0.0165362617403012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388572310526384,0,0.052776860585689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030755852523595,0.0207934909155035,0.0285269077131026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118290529028374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166841367748492,0,0,0,0,0,0,0,0,0,0,0,0.027733447245046,0,0
"IL2VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177223637849188,0,0,0,0,0,0,0,0,0,0,0,0.00398913372684158,0,0,0,0.0111838978139332,0,0,0,0,0,0,0,0.0135146407878641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359411108186016,0,0,0,0,0,0,0,0,0.0275649724018658,0,0,0,0,0,0,0,0,0,0,0,0,0.0273487501214064,0.0245432108818432,0.0246860607254504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985419618344769,0,0,0,0.0364776607901158,0,0,0,0.00836024591257638,0,0,0,0,0,0,0.0145123438837426,0,0,0,0,0,0,0,0,0,0,0.0184406655121568,0,0
"OLLL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269320180689384,0,0.0174613829725054,0,0,0,0,0,0,0,0.00737987915932571,0,0.00443961815644094,0,0.0130142345895994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04525755927881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380043736895012,0,0.0297018147922501,0.0380592045012192,0.0239710441698677,0,0,0.00998433525031212,0.0252213420368668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032599841023625,0.0379070058302634,0.0286164443204755,0.0359036078934363,0,0,0,0,0,0,0,0,0,0,0.00741072728591803,0,0,0,0,0,0,0,0,0.0357042996250977,0,0,0,0,0,0,0,0,0,0,0,0
"OLLR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262159212493692,0,0.0164639191325494,0,0,0,0,0,0,0,0.00670924539930721,0,0.00483074863989786,0,0.0141492212959318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428302877737385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368758566319991,0.0350898726152753,0.0300045129548248,0,0.0240152864728905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327644503306366,0,0.0341010572027283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331887153379164,0,0,0,0,0,0.00919556289484907,0,0
"OLQDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174555655187142,0,0,0,0,0,0,0,0,0,0.00713498313768154,0,0,0,0,0,0.0196176568268231,0,0.017425601260699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525753809462245,0.0531475633003586,0,0,0,0,0.0256171897625037,0,0,0,0,0,0,0,0.0345656103991471,0,0,0,0,0,0,0.0232454150973235,0,0,0,0,0.0366704024150438,0,0,0,0,0,0,0,0,0.0400431203419358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397104164841386,0,0,0,0,0,0,0
"OLQDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163236274427783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536341671870064,0.0491545342596311,0,0,0,0,0,0,0,0,0,0,0,0.0339175101636769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339873703679948,0,0,0,0,0,0,0.0391615368238563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344996286438347,0.0308433270804339,0,0,0,0,0,0,0,0,0,0
"OLQVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012081646608208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495004434757596,0.0524970020684217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292426685857434,0.0215543382469893,0,0,0,0,0,0,0.0319336734375917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716368429345194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02478977815111,0,0,0,0,0,0
"OLQVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121185598231597,0,0.0135146407878641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473792912757977,0,0,0,0,0.017259371152453,0,0,0,0,0,0,0,0,0,0,0.0273714721899234,0,0.0188481906148342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249277753281856,0,0.00682372028982358,0,0
"PLNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966467010972867,0,0,0,1.03062408705728,0,0,0,0,0,0,0,1.01728130494444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972640600849411,0,0,0,1.03898274652515,1.04085114276749,0,0,0,0,0,0,1.01455999007671,0,0,1.03779906666046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVCL",0.982003048548126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02745849929514,1.02400236008868,1.0241283492517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01015289562958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145692522033777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991372858519232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04678170981216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04539131159345,1.04443940783086,1.02592219170463,1.02763168368862,1.0236994048292,0,0,1.04287492381881,0,0,1.02363467560224,1.0441186995212,1.03203805211328,1.04037661119232,1.04867083544946,0,0,0,0,0
"PVCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98991673950566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02578360449254,0,1.02233868275777,0,0,1.00705397690724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04372237519206,1.04241991505905,1.02422865659683,1.02560364783647,1.021647078862,0,0,1.04091441060665,0,1.03892432278911,1.02198215747424,1.04239936844286,1.03024752086612,0,0,1.03738045086267,0,0,0,0
"PVNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04835263511285,1.04841639929251,0,0,0,0,0,0,0,0,0,0,0,0,0.874384398131453,0.875516629028523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126080714939627,0,0,0,0,0,0,0,0,0,0,0,0,0.999771561967798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700096737047817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05657956758323,0,0,0,0,0.738759095128552,0,0,0,0,0,0,0,0,0.882360921009209,0.883726951986629,0,0,0,1.09159576030865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126080714939627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997400103356417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00927789357238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07525189382771,0,0,0,0,0,0,0,0,0,0,0,0
"PVPL",0.916529153871116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92627707105114,0,0,0,0,0.968171898773865,0,0,0,0,0,0,0,0,0,0,0,0,0.962017509063391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672184852766755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909721807878049,0,0.887231444038491,0,0,0,0,0.974282963715135,0,0,0,0,0,0,0,0,0,0,0,0,0.968487444789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980033480516658,0.978914642427712,0.960522861891791,0.96210592345402,0.958172894100774,0,0,0.977345782136177,0,0,0,0,0,0,0,0,0,0,0,0
"PVPR",0,0.9285589801319,0,0,0,0,0,0,0,0,0,0,0.97992479261405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933760988962488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969748321143857,0,0.966258463967013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601156673662583,0.0573379558857501,0,0,0,0,0,0,0,0,0,0.985483719921577,0,0,0,0,0,0.906691787538115,0,0,0,0,0,0.98185024417292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986388482857572,0.968120139902867,0.969575885621195,0,0,0,0,0,0,0,0.986287128604633,0,0,0,0,0,0,0,0
"PVQL",0,0,0,0,0,0,1.01729040981173,0,0,0,1.00645876515641,0,0,0,0,0,0,0,0,0,0,0,1.02872139318158,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01019791950811,0,1.02361188852079,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01947562439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45272038179065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVQR",0,0,0,0,0,0,0,1.01846874573924,0,0,0,1.00632050495407,0,0,0,1.00162402914631,0,0,0,0,0,0,1.02937644384803,0,0,0,0,0,0,1.01538748402107,0,0,0,0,0,0,0,0,0,1.02474832961924,0,0,0.967602811832627,0.965896977951389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453996236297897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03749590761053,1.03730399505103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08221004899894,0,0,1.08938837261622,1.08834054652779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03939843011813,1.04081952869876,0,1.08025237585331,1.07955588106743,0,0,0,0,0,0,0,0,0,0,0,0,0
"PVT",0,0,0,0,0,0,0,0,0,0,0,0,0.971501066372493,0.970814754538923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925594953645737,0.942392016406298,0.949377712166551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636491918460576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01480572856278,1.01042257340737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886388143011121,0.882011413080964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967638394757155,0.968505449366768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00298813185627,1.00093584429148,0,0,0,0,0,0,1.00430718783309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644618982665342,0,0.0214360267988701,0,0,0,0,0,0,0,0,0,0.0301123930246647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188389242473363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187348995026661,0.0266298339655216,0.015741701447211,0.0202090721621813,0.0102116139073973,0.0228539444591902,0.00902641265346455,0.0241918992930743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215395548751303,0,0.0250195212846389,0,0.0157632739451153,0.0192317193434766,0.00259372168659245,0.0216400908147066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186193377089184,0,0,0,0,0,0,0,0.0206921771242328,0,0,0.0358885168677775
"RIAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173650297495606,0,0.0272368280665168,0.020068694448693,0,0,0,0,0,0,0,0,0,0.0301664709492385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188389242473363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248510242102187,0.0185522671816176,0.0214583748401702,0.016784196075196,0.023830268706849,0.0105088722374537,0.0254967361422251,0.00814413211402081,0,0,0,0,0.0214074351405505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197264652992655,0.015115290284696,0.0211696999251731,0.00295960967918491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214755812730558,0,0,0,0,0,0,0,0.0184355998385257,0,0.0320981035630417,0
"RIBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201990030017728,0,0,0,0,0,0,0.0103127576482966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492234089064848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384525150652561,0,0,0.0237050898163902,0,0.0328280814671296,0,1.01902215279872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04525755927881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184711702200179,0,0,0,0,0,0,0,0.0777810116257898,0,0,0,0,0,0.0411135931891373,0,0,0,0,0,0.0244511482108331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175039635801616,0,0.0284710837750888,0,0,0,0,0,0,0,0,0.0419998362952539,0,0.0422907076358832,0,0.018130437050889,0.027068678466195,0,0,0,0,0,0.0225996671193682,0,0,0,0.0159039285756893,0,0,0,0,0,0,0,0
"RIBR",0,0,0,0,0,0,0,0,0,0,0,0,0.0203249029345007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526401822666155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115124366345976,0,0,0.0399956366663134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174502612467013,0,0,0,0,0,0,0,0.0827572370584403,0.0235152944411983,0,0,0,0.0416432361986164,0,0,0,0,0.0266418976308933,0,0,0,0,0,0,0.0153593427517464,0.0133407280243152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205654559805393,0.0127982232348381,0.028086373684026,0,0,0,0,0,0,0,0,0,0,0.0399514845429741,0,0.0411279502218762,0,0.0161418576973617,0,0,0,0,0,0.0140360889067031,0,0,0,0.0240482193012809,0,0,0,0,0,0,0,0
"RICL",0.0339274668065014,0.0407796708075467,0,0,0,0,0,0,0,0,0,0,0,0.0302440093112463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366243123122298,0,0.045579067542534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234181236238624,0,0,0,0,0,0.0117094147650779,0.021958460659419,0,0,0.020071639078872,0.0285979199555011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238846151286503,0.0268083883866715,0,0,0,0,0,0,0.0210580110479806,0,0,0.0295183195898115,0.02858976817904,0,0.0399186632318612,0,0,0,0,0.0539196055955357,0,0,0.038523522243113,0,0,0,0,0.0310906792265081,0.0382824710876678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
